序号,开始时间,结束时间,查询粒度,网元位置,总容量(MB),剩余容量(MB)
1334,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,870121
1335,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,767867
1336,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,763359
1337,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,841976
1338,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1339,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"七期扩容,dqpop6-2",3813658,841554
1340,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,868031
1341,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,核心8000H,15254336,7709761
1342,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1343,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1344,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759645
1345,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,787969
1346,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791881
1347,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1348,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3244936
1349,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,760657
1350,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1351,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,794333
1352,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,766882
1353,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,765215
1354,2016-07-27 18:45:00,2016-07-27 19:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,953803
1355,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761789
1356,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,789509
1357,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1358,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1359,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1360,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1361,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"七期扩容,dqpop6-2",3813658,843609
1362,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3247111
1363,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,761766
1364,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,768938
1365,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,843194
1366,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,795301
1367,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,核心8000H,15254336,7714973
1368,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,766676
1369,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1370,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,869135
1371,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,955076
1372,2016-07-27 19:00:00,2016-07-27 19:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,793430
1373,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,952754
1374,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1375,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840996
1376,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"七期扩容,dqpop6-2",3813658,840751
1377,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,759816
1378,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1379,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1380,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,786801
1381,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,867193
1382,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1383,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,核心8000H,15254336,7709860
1384,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1385,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,793106
1386,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,790848
1387,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,766044
1388,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3244923
1389,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764116
1390,2016-07-27 19:15:00,2016-07-27 19:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,758405
1391,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1392,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,953916
1393,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,786987
1394,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3247124
1395,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,768509
1396,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1397,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,842561
1398,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,794700
1399,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1400,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1401,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,761684
1402,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761301
1403,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,766096
1404,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,核心8000H,15254336,7715182
1405,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1406,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,792834
1407,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"七期扩容,dqpop6-2",3813658,843236
1408,2016-07-27 19:30:00,2016-07-27 19:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,868673
1409,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1410,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,952407
1411,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"七期扩容,dqpop6-2",3813658,840584
1412,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1413,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,核心8000H,15254336,7709999
1414,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1415,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765904
1416,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,790487
1417,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,759625
1418,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,792829
1419,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,758511
1420,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1421,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,785084
1422,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3244918
1423,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,763910
1424,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1425,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,867020
1426,2016-07-27 19:45:00,2016-07-27 20:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840611
1427,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,794247
1428,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,787745
1429,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,768420
1430,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761217
1431,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,868583
1432,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1433,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,核心8000H,15254336,7715254
1434,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1435,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,761242
1436,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1437,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"七期扩容,dqpop6-2",3813658,843047
1438,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,953478
1439,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,792436
1440,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3247132
1441,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1442,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1443,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,765759
1444,2016-07-27 20:00:00,2016-07-27 20:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,842326
1445,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,792079
1446,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,790420
1447,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1448,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1449,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3244937
1450,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765822
1451,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,763320
1452,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1453,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,785540
1454,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,952543
1455,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,核心8000H,15254336,7710112
1456,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"七期扩容,dqpop6-2",3813658,840251
1457,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1458,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,758252
1459,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1460,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,759555
1461,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840527
1462,2016-07-27 20:15:00,2016-07-27 20:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866936
1463,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,761157
1464,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,953593
1465,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,768288
1466,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1467,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1468,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1469,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"七期扩容,dqpop6-2",3813658,842665
1470,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1471,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,793370
1472,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3247118
1473,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,765181
1474,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,核心8000H,15254336,7715337
1475,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1476,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,792549
1477,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,786991
1478,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761102
1479,2016-07-27 20:30:00,2016-07-27 20:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,868477
1480,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,791259
1481,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,759301
1482,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,核心8000H,15254336,7710185
1483,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,790421
1484,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1485,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866678
1486,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840347
1487,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,952654
1488,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"七期扩容,dqpop6-2",3813658,840003
1489,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,784589
1490,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1491,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765623
1492,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,757955
1493,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1494,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1495,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3244941
1496,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1497,2016-07-27 20:45:00,2016-07-27 21:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762864
1498,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,767951
1499,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1500,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,868088
1501,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,核心8000H,15254336,7715448
1502,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"七期扩容,dqpop6-2",3813658,842549
1503,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,760281
1504,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1505,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764639
1506,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,785900
1507,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3247140
1508,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,792345
1509,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1510,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,792259
1511,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1512,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,842032
1513,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1514,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,954163
1515,2016-07-27 21:00:00,2016-07-27 21:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,760726
1516,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3244936
1517,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"七期扩容,dqpop6-2",3813658,839929
1518,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1519,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,759067
1520,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,790825
1521,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1522,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765164
1523,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,784337
1524,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762375
1525,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,789894
1526,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,757544
1527,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,955859
1528,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1529,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840178
1530,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866453
1531,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1532,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1533,2016-07-27 21:15:00,2016-07-27 21:30:00,15分钟,核心8000H,15254336,7710302
1534,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"七期扩容,dqpop6-2",3813658,842384
1535,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,841693
1536,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3247131
1537,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,760170
1538,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,785584
1539,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1540,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,867896
1541,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764283
1542,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,核心8000H,15254336,7715589
1543,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1544,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1545,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,760538
1546,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,767604
1547,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,792690
1548,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1549,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,791109
1550,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1551,2016-07-27 21:30:00,2016-07-27 21:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,957450
1552,2016-07-27 21:45:00,2016-07-27 22:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,788953
