序号,开始时间,结束时间,查询粒度,网元位置,总容量(MB),剩余容量(MB)
445,2016-07-27 06:00:00,2016-07-27 06:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
446,2016-07-27 06:00:00,2016-07-27 06:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
447,2016-07-27 06:00:00,2016-07-27 06:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3245614
448,2016-07-27 06:00:00,2016-07-27 06:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
449,2016-07-27 06:00:00,2016-07-27 06:15:00,15分钟,"七期扩容,dqpop6-2",3813658,839565
450,2016-07-27 06:00:00,2016-07-27 06:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
451,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,783242
452,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3243415
453,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,803613
454,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,760807
455,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
456,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"七期扩容,dqpop6-2",3813658,838020
457,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
458,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,761012
459,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,核心8000H,15254336,7694282
460,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,864696
461,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
462,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
463,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,757328
464,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,837343
465,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,754253
466,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,788628
467,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
468,2016-07-27 06:15:00,2016-07-27 06:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,952266
469,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"七期扩容,dqpop6-2",3813658,841168
470,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
471,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3245618
472,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
473,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,784642
474,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,804885
475,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
476,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
477,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,763666
478,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838496
479,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
480,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,953721
481,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866805
482,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,760414
483,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,核心8000H,15254336,7699491
484,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762892
485,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,790233
486,2016-07-27 06:30:00,2016-07-27 06:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,755870
487,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
488,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"七期扩容,dqpop6-2",3813658,838585
489,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
490,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,761106
491,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,761602
492,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
493,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
494,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3243433
495,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,865202
496,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,802588
497,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,785321
498,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,756170
499,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,837455
500,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,756893
501,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
502,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,787379
503,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,953900
504,2016-07-27 06:45:00,2016-07-27 07:00:00,15分钟,核心8000H,15254336,7694272
505,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,764210
506,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,核心8000H,15254336,7699424
507,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
508,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,803514
509,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866810
510,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
511,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"七期扩容,dqpop6-2",3813658,841146
512,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,760007
513,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,757804
514,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,790307
515,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,787212
516,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3245655
517,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
518,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,955344
519,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,839245
520,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
521,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,763699
522,2016-07-27 07:00:00,2016-07-27 07:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
523,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,785019
524,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
525,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838141
526,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,953261
527,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,核心8000H,15254336,7694217
528,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,865200
529,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
530,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
531,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
532,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3243474
533,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,761683
534,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,756719
535,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"七期扩容,dqpop6-2",3813658,838543
536,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,787861
537,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,756177
538,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,801260
539,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762750
540,2016-07-27 07:15:00,2016-07-27 07:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
541,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,757784
542,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789986
543,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759656
544,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,955197
545,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866792
546,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3245648
547,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
548,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
549,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
550,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765443
551,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,核心8000H,15254336,7699497
552,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
553,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,802723
554,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
555,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,786300
556,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,839914
557,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"七期扩容,dqpop6-2",3813658,841440
558,2016-07-27 07:30:00,2016-07-27 07:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,765546
559,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3243454
560,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,756147
561,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838123
562,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762845
563,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,763412
564,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,953185
565,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
566,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,801897
567,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,核心8000H,15254336,7694280
568,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,787866
569,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,865157
570,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,784067
571,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,756890
572,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
573,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
574,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"七期扩容,dqpop6-2",3813658,839404
575,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
576,2016-07-27 07:45:00,2016-07-27 08:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
577,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3245643
578,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
579,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,785955
580,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,790072
581,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
582,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,954827
583,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759966
584,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,765444
585,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"七期扩容,dqpop6-2",3813658,841962
586,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,803550
587,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
588,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,核心8000H,15254336,7699512
589,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,839909
590,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765405
591,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866750
592,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
593,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,757746
594,2016-07-27 08:00:00,2016-07-27 08:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
595,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,801764
596,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
597,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
598,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,763302
599,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,756952
600,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,核心8000H,15254336,7694264
601,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
602,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762820
603,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3243470
604,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"七期扩容,dqpop6-2",3813658,839347
605,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
606,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,756091
607,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
608,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,865112
609,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,788620
610,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,786181
611,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,952899
612,2016-07-27 08:15:00,2016-07-27 08:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838333
613,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
614,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,760141
615,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,788680
616,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"七期扩容,dqpop6-2",3813658,841903
617,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,757687
618,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791278
619,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,839987
620,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765349
621,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,954538
622,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
623,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3245659
624,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,核心8000H,15254336,7699490
625,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,803405
626,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
627,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
628,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,765376
629,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866696
630,2016-07-27 08:30:00,2016-07-27 08:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
631,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,801617
632,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,763152
633,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
634,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
635,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
636,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838538
637,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,757120
638,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,核心8000H,15254336,7694259
639,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
640,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,786288
641,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,952491
642,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
643,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761490
644,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789609
645,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3243457
646,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,865070
647,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762773
648,2016-07-27 08:45:00,2016-07-27 09:00:00,15分钟,"七期扩容,dqpop6-2",3813658,839290
649,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
650,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,760823
651,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
652,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,803275
653,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,954033
654,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840280
655,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
656,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
657,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
658,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791699
659,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3245687
660,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,765159
661,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866651
662,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765308
663,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,763073
664,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,787475
665,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,"七期扩容,dqpop6-2",3813658,841836
666,2016-07-27 09:00:00,2016-07-27 09:15:00,15分钟,核心8000H,15254336,7699430
667,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,801523
668,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
