序号,开始时间,结束时间,查询粒度,网元位置,磁盘总容量(MB),磁盘剩余容量(MB)
5576,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",101102694,35977872
5577,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",125901468,51765032
5578,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",123993870,43043473
5579,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",18121041,2426385
5580,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,48460582
5581,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,45411536
5582,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",106825488,47930283
5583,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",59131938,18395149
5584,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,58009584
5585,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",80119116,24444055
5586,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",123993870,44955513
5587,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",125901468,45586578
5588,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,24859958
5589,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",80119159,24430779
5590,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,28856091
5591,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",125901468,45812086
5592,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",64854612,22882963
5593,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",110640684,23598221
5594,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,42672163
5595,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",112548282,39597165
5596,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16639355
5597,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",125901468,47116026
5598,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",125901468,42681389
5599,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,24048126
5600,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43895848
5601,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15282224
5602,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",116303864,37934811
5603,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23700463
5604,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,44425562
5605,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",61993275,12248193
5606,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",91564704,13597164
5607,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",125901468,41771850
5608,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",55317222,7857180
5609,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",125901468,41701305
5610,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",116363478,40947756
5611,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",122086272,44558815
5612,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",125901468,45920124
5613,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20785099
5614,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,22940564
5615,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",122086272,35013243
5616,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",125901468,47227417
5617,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",61993275,12169258
5618,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19489527
5619,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,40637771
5620,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",125901468,51828705
5621,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,28809118
5622,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,56712673
5623,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",110640684,54740578
5624,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,ZXUSS_VS8000CID=高生直播转码,5722794,4507368
5625,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,44996413
5626,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",101102694,36171737
5627,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",114455880,24282931
5628,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",101102694,35923805
5629,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",123993870,44455219
5630,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18351437
5631,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43948336
5632,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,24212446
5633,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",18121041,2405968
5634,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15214996
5635,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",125901468,45894239
5636,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",64854612,23077348
5637,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",110640684,23707173
5638,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",122086272,45712570
5639,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,48393202
5640,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",123993870,42967844
5641,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44306838
5642,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,45315155
5643,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,21203915
5644,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43474990
5645,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",106825488,48202738
5646,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",78211518,27553948
5647,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,59155321
5648,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",56270601,10546130
5649,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",59131938,18323326
5650,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,42599171
5651,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",87749508,30811484
5652,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",123993870,40346680
5653,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",78211518,15429086
5654,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",123993870,45730873
5655,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,44221486
5656,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23746487
5657,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16557634
5658,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,52095729
5659,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",112548282,39477628
5660,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",120178674,48321350
5661,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",91564704,37731088
5662,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57990054
5663,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",116303864,37895595
5664,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21406777
5665,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17761700
5666,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",91564704,13685388
5667,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",80119116,24494716
5668,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44471741
5669,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38114883
5670,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"三期四期扩容,pdpop2-3",123993870,70537900
5671,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",123993870,44884237
5672,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",125901468,45701574
5673,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",123993870,42053387
5674,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",110640684,33844801
5675,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",87749508,31212018
5676,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",122086272,39922141
5677,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,44352690
5678,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",61039296,12252766
5679,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",125901468,46783730
5680,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",123993870,41625954
5681,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",60085557,17090567
5682,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50509431
5683,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",80119159,24622187
5684,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",125901468,42837004
5685,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,24924093
5686,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",63900633,22762825
5687,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18354861
5688,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",110640684,23815985
5689,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",91564704,37648127
5690,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",122086272,45594547
5691,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",122086272,35145946
5692,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",123993870,43136212
5693,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",60085557,17018145
5694,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",110640684,33797477
5695,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,23131598
5696,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,45196805
5697,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",123993870,40529039
5698,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19649577
5699,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",91564704,13905770
5700,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16575581
5701,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43868552
5702,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",106825488,48139015
5703,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43382842
5704,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,59082304
5705,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57850928
5706,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",61039296,12185819
5707,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,44277438
5708,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",80119116,24645366
5709,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",78211518,27474421
5710,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",125901468,41828020
5711,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,40562566
5712,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38279651
5713,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",125901468,46712806
5714,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",18121041,2384970
5715,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",59131938,18224694
5716,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",123993870,45882941
5717,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,24344253
5718,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44646514
5719,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",56270601,10437124
5720,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15284996
5721,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",125901468,42887020
5722,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",64854612,22990752
5723,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",80119159,24564001
5724,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"三期四期扩容,pdpop2-3",123993870,70747553
5725,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,28740446
5726,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",125901468,45820224
5727,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",116303864,38060913
5728,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",78211518,15354591
5729,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,44326735
5730,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,52021609
5731,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",120178674,48299667
5732,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,42572947
5733,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",125901468,52038041
5734,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",123993870,44805340
5735,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",116363478,40855785
5736,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",123993870,41716051
5737,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",125901468,45870313
5738,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",112548282,39359851
5739,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21414684
5740,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",110640684,54908631
5741,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",123993870,41966531
5742,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,56619120
5743,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",122086272,44508416
5744,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,48342422
5745,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",125901468,45839133
5746,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,25089375
5747,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",122086272,39814825
5748,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,45172411
5749,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50414125
5750,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44458397
5751,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20711906
5752,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17858957
5753,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",125901468,47409879
5754,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23888297
5755,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,ZXUSS_VS8000CID=高生直播转码,5722794,4507368
5756,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",101102694,36111592
5757,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",87749508,31161342
5758,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",55317222,7786452
5759,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",63900633,22688732
5760,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",101102694,36031843
5761,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",123993870,44407924
5762,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",114455880,24217681
5763,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",61993275,12125275
5764,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,21131258
5765,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",87749508,30746391
5766,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50309781
5767,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16719795
5768,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,40555292
5769,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",101102694,36039325
5770,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43796149
5771,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",55317222,7793616
